subject,session,run,trial_idx,npy_path,image_name,category,caption,label
sub-02,ses-03,run-01,33,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03201208_1409,diningtable,Wooden diningtable with chairs and floral centerpiece,10
sub-02,ses-03,run-01,34,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_002792,person,Person playing guitar on stage with yellow lights,15
sub-02,ses-03,run-01,35,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,001477,sheep,Sheep with two lambs on green grass,16
sub-02,ses-03,run-01,36,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n11939491_53340,flower,White flower blooming among green grass,12
sub-02,ses-03,run-01,37,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03095699_2561,boat,Large cargo boat carrying shipping containers on water,3
sub-02,ses-03,run-01,38,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,006589,cow,Cow grazing on green grass near forest,9
sub-02,ses-03,run-01,39,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_008044,aeroplane,Aeroplane on display at an outdoor museum,0
sub-02,ses-03,run-01,40,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2010_005557,aeroplane,Aeroplane flying through a clear blue sky,0
sub-02,ses-03,run-01,41,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_001829,bird,Bird flapping wings on a calm lake,2
sub-02,ses-03,run-01,42,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_002422,cow,Cow resting and standing on straw bedding,9
sub-02,ses-03,run-01,43,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02422699_2056,sheep,Sheep standing alone on grassy field,16
sub-02,ses-03,run-01,44,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_002198,dog,Black dog standing on grass and dirt,11
sub-02,ses-03,run-01,45,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_004414,aeroplane,Aeroplane displayed outside blue museum building,0
sub-02,ses-03,run-01,46,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02410509_14715,cow,Cow resting on a grassy wildflower field,9
sub-02,ses-03,run-01,47,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03792782_52,bicycle,Bicycle parked on green grassy cemetery grounds,1
sub-02,ses-03,run-01,48,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_004749,bottle,Bottle on a colorful patterned table,4
sub-02,ses-03,run-01,49,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02410509_401,cow,Cow with thick brown fur on grass,9
sub-02,ses-03,run-01,50,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_001405,bottle,Bottle on a red railing at train station,4
sub-02,ses-03,run-01,51,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_004016,dog,Dog resting on a floral cushioned chair,11
sub-02,ses-03,run-01,52,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_003974,cat,Ginger cat sitting on a tiled floor,7
sub-02,ses-03,run-01,53,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03376595_4346,chair,Black folding chair on concrete floor,8
sub-02,ses-03,run-01,54,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04099969_2758,chair,Yellow chair on a wooden deck outdoors,8
sub-02,ses-03,run-01,55,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04344873_21521,sofa,White sofa with plush cushions and concrete wall,17
sub-02,ses-03,run-01,56,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,005619,bicycle,Red bicycle leaning against a brick wall,1
sub-02,ses-03,run-01,57,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,008770,aeroplane,Yellow aeroplane flying in clear blue sky,0
sub-02,ses-03,run-01,58,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,009834,car,White car parked on dark paved road,6
sub-02,ses-03,run-01,59,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,000881,car,Car speeding on a rural race track,6
sub-02,ses-03,run-01,60,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03201208_56535,diningtable,Wooden diningtable with metal legs on rug,10
sub-02,ses-03,run-01,61,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03785016_8338,motorbike,Motorbike parked on a city sidewalk,14
sub-02,ses-03,run-01,62,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,005209,car,White car parked near a wooden fence,6
sub-02,ses-03,run-01,63,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n11939491_5319,flower,White flower blooming in green grassy field,12
sub-02,ses-03,run-01,64,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02415577_6752,sheep,Sheep resting on a grassy hillside,16
sub-02,ses-03,run-01,65,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04487081_1768,bus,Bus turning on a sunny residential street,5
sub-02,ses-03,run-01,66,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02389026_24195,horse,Horse standing on grass near mountains,13
sub-02,ses-03,run-01,67,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04099969_26462,chair,Wooden rocking chair with painted backrest,8
sub-02,ses-03,run-01,68,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,008980,dog,Dog standing on a patterned carpet,11
sub-02,ses-03,run-01,69,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_001383,person,Person relaxing on a wicker sofa indoors,15
sub-02,ses-03,run-01,70,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02423022_8740,sheep,Sheep grazing alone in a grassy field,16
sub-02,ses-03,run-01,71,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_005926,sofa,Blue sofa against patterned accent wall,17
sub-02,ses-03,run-01,72,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04487081_26123,bus,Electric bus on cobblestone road near wall,5
sub-02,ses-03,run-01,73,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_003199,aeroplane,Aeroplane parked on sunny airport tarmac,0
sub-02,ses-03,run-01,74,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_000422,person,Person sitting on green grass outdoors,15
sub-02,ses-03,run-01,75,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,008473,train,Steam train releasing smoke near railway crossing,18
sub-02,ses-03,run-01,76,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2011_000442,train,Train traveling beside forested mountain slopes,18
sub-02,ses-03,run-01,77,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2008_005140,bottle,Bottle of dark ale on wooden table,4
sub-02,ses-03,run-01,78,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04344873_3631,sofa,Striped sofa with a green blanket nearby window,17
sub-02,ses-03,run-01,79,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2011_000999,cat,Cat lounging on a green blanket,7
sub-02,ses-03,run-01,80,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2011_000041,person,Person standing outside by a grassy path,15
sub-02,ses-03,run-01,81,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02791124_6399,chair,Chair displayed in an art gallery room,8
sub-02,ses-03,run-01,82,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03062245_8008,bottle,Metal bottle set on a glass table,4
sub-02,ses-03,run-01,83,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n02835271_15220,bicycle,Tandem bicycle against a white brick wall,1
sub-02,ses-03,run-01,84,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,008852,motorbike,Motorbike with flame design on display indoors,14
sub-02,ses-03,run-01,85,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04483307_4103,boat,Sailboat gliding over clear green water,3
sub-02,ses-03,run-01,86,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2010_005723,person,Person smiling on patterned bedding and blanket,15
sub-02,ses-03,run-01,87,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2010_006042,dog,Fluffy white dog standing on green grass,11
sub-02,ses-03,run-01,88,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,2009_004623,horse,Horse standing by a snowy metal gate,13
sub-02,ses-03,run-01,89,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,005285,bird,Bird with fancy feathers standing on concrete,2
sub-02,ses-03,run-01,90,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03782006_1153,tvmonitor,Two tvmonitor screens with white keyboard nearby,19
sub-02,ses-03,run-01,91,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04487081_10124,bus,Green bus driving between tall city buildings,5
sub-02,ses-03,run-01,92,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,000075,dog,Dog running through sunlit grassy field,11
sub-02,ses-03,run-01,93,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03782006_15254,tvmonitor,tvmonitor on wooden desk near window curtains,19
sub-02,ses-03,run-01,94,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03782006_33457,tvmonitor,tvmonitor displaying thumbnails on a desk setup,19
sub-02,ses-03,run-01,95,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n03095699_18715,boat,Boat carrying shipping containers on open water,3
sub-02,ses-03,run-01,96,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n11939491_17649,flower,White flower with yellow center among greenery,12
sub-02,ses-03,run-01,97,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04487081_1034,bus,Electric bus traveling down a suburban street,5
sub-02,ses-03,run-01,98,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,003474,train,Red train crossing a stone arch bridge,18
sub-02,ses-03,run-01,99,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-01_1000Hz.npy,n04487081_8397,bus,Trolley bus driving down urban street,5
sub-02,ses-03,run-02,0,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03983396_4882,bottle,Bottle of orange cream soda on shelf,4
sub-02,ses-03,run-02,1,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03201208_22200,diningtable,Wooden diningtable with chairs on patterned carpet,10
sub-02,ses-03,run-02,2,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2011_000565,sofa,Gray sofa against a plain cream wall,17
sub-02,ses-03,run-02,3,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2008_005270,cat,Cat stretching on a dark soft rug,7
sub-02,ses-03,run-02,4,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2011_001508,motorbike,Red motorbike parked inside a garage,14
sub-02,ses-03,run-02,5,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n04344873_43177,sofa,Sofa with striped pillows and backpack,17
sub-02,ses-03,run-02,6,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03201208_26011,diningtable,Diningtable with two chairs against beige walls,10
sub-02,ses-03,run-02,7,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03983396_17918,bottle,RC cola bottle on a wooden table outdoors,4
sub-02,ses-03,run-02,8,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n04487081_10703,bus,White city bus parked on concrete sidewalk,5
sub-02,ses-03,run-02,9,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,002699,bus,Bus parked next to red brick building,5
sub-02,ses-03,run-02,10,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2010_005480,person,Person sitting alone on a train seat,15
sub-02,ses-03,run-02,11,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03983396_2678,bottle,Bottle on a wooden workbench in workshop,4
sub-02,ses-03,run-02,12,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2008_005367,boat,Large boat floating on calm ocean water,3
sub-02,ses-03,run-02,13,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2008_004900,dog,Dog standing on pavement beside brick wall,11
sub-02,ses-03,run-02,14,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n04099969_21883,chair,Wooden rocking chair on hardwood floor,8
sub-02,ses-03,run-02,15,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n02835271_6497,bicycle,Tandem bicycle on grassy park lawn,1
sub-02,ses-03,run-02,16,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2009_000689,train,Green train on tracks under cloudy sky,18
sub-02,ses-03,run-02,17,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,009218,train,Old black steam train near green trees,18
sub-02,ses-03,run-02,18,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2010_002106,sheep,Sheep grazing near rocks and grass,16
sub-02,ses-03,run-02,19,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n11939491_4465,flower,Purple flower with curled petals and greenery,12
sub-02,ses-03,run-02,20,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2010_001806,bird,Bird walking along a wet sandy shore,2
sub-02,ses-03,run-02,21,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03201208_25498,diningtable,Glass diningtable with bench and chairs nearby,10
sub-02,ses-03,run-02,22,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2008_003846,car,Blue car parked on driveway by houses,6
sub-02,ses-03,run-02,23,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03792782_22416,bicycle,Bicycle parked on gravel beside brick wall,1
sub-02,ses-03,run-02,24,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,002522,car,Race car speeding on a paved track,6
sub-02,ses-03,run-02,25,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n04487081_6200,bus,Silver bus parked beside a modern building,5
sub-02,ses-03,run-02,26,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2009_001163,cow,Cow standing on green grassy field,9
sub-02,ses-03,run-02,27,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,000789,sheep,Sheep grazing on green grassy field,16
sub-02,ses-03,run-02,28,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03782006_9014,tvmonitor,tvmonitor displaying photo editing software and shelves,19
sub-02,ses-03,run-02,29,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2009_000770,dog,Dog sitting in a bed on blankets,11
sub-02,ses-03,run-02,30,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n02403003_2751,cow,Two cows harnessed together on farmland,9
sub-02,ses-03,run-02,31,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03095699_27891,boat,Boat carrying cargo containers on the sea,3
sub-02,ses-03,run-02,32,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n02389026_6272,horse,Horse with pink gear walking on road,13
sub-02,ses-03,run-02,33,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,000384,sofa,Floral sofa next to a round table,17
sub-02,ses-03,run-02,34,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,003238,cat,Cat resting on a towel indoors,7
sub-02,ses-03,run-02,35,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2008_003343,cat,Cat with purple collar on carpet,7
sub-02,ses-03,run-02,36,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03095699_4539,boat,Boat carrying containers on a wide river,3
sub-02,ses-03,run-02,37,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2009_004307,cat,Cat resting on a wooden table,7
sub-02,ses-03,run-02,38,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2011_002300,dog,Dog sitting on grassy patch,11
sub-02,ses-03,run-02,39,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,000117,aeroplane,Aeroplane taking off from wet runway,0
sub-02,ses-03,run-02,40,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03376595_11319,chair,Wooden chair on a decked floor,8
sub-02,ses-03,run-02,41,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2008_007887,train,Steam train displayed inside a wooden depot,18
sub-02,ses-03,run-02,42,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n03062245_947,bottle,Glass bottle with a metal lid on carpet,4
sub-02,ses-03,run-02,43,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n02791124_7759,chair,Black salon chair on white studio floor,8
sub-02,ses-03,run-02,44,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n11939491_18783,flower,Flower with white petals surrounded by grass,12
sub-02,ses-03,run-02,45,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2009_002798,aeroplane,Yellow aeroplane parked on grassy airfield,0
sub-02,ses-03,run-02,46,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2009_000804,dog,Dog walking on a leaf-covered sidewalk,11
sub-02,ses-03,run-02,47,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,001638,aeroplane,Aeroplane soaring high in the blue sky,0
sub-02,ses-03,run-02,48,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,n11939491_15750,flower,Flower with white petals near a fence,12
sub-02,ses-03,run-02,49,/ocean/projects/cis250019p/gandotra/11785-gp-eeg/ds005589/sub-02/ses-03/sub-02_ses-03_task-lowSpeed_run-02_1000Hz.npy,2011_002779,train,Blue and yellow train at outdoor station,18
